country,year,technology,wacc,ISO,inflation,gdp,unemployment,population,is_solar,is_wind_onshore,is_wind_offshore
Republic of Kenya,2020,solar pv,0.0691,KEN,0.23917424159679346,-1.240048278395571,-0.43046026095840323,-0.26239199171568117,1,0,0
Republic of Uganda,2014,solar pv,0.066,UGA,0.26019225948649016,-1.2786892102495597,-1.0150356001200556,-0.3073869691258679,1,0,0
United Kingdom of Great Britain and Northern Ireland,2014,wind onshore,0.065,GBR,-0.2453744032932875,0.9227959261763178,-0.29749662527015197,-0.22717088213829278,0,1,0
United Kingdom of Great Britain and Northern Ireland,2019,solar pv,0.055,GBR,-0.13671002831674728,1.0694774784779222,-0.7889616765372094,-0.22081761536997088,1,0,0
United Kingdom of Great Britain and Northern Ireland,2016,wind onshore,0.065,GBR,-0.159242526755735,0.9808026685286202,-0.5648536131594312,-0.22430058798233804,0,1,0
United Kingdom of Great Britain and Northern Ireland,2018,wind offshore,0.07,GBR,-0.16504974822360585,1.0445675318824221,-0.6983533925399736,-0.22188685856213802,0,0,1
United Kingdom of Great Britain and Northern Ireland,2018,solar pv,0.055,GBR,-0.16504974822360585,1.0445675318824221,-0.6983533925399736,-0.22188685856213802,1,0,0
United Kingdom of Great Britain and Northern Ireland,2018,wind onshore,0.0564,GBR,-0.16504974822360585,1.0445675318824221,-0.6983533925399736,-0.22188685856213802,0,1,0
United Kingdom of Great Britain and Northern Ireland,2019,wind onshore,0.033475,GBR,-0.13671002831674728,1.0694774784779222,-0.7889616765372094,-0.22081761536997088,0,1,0
United Kingdom of Great Britain and Northern Ireland,2013,wind onshore,0.065,GBR,-0.1398483436704526,0.8693939470957297,-0.0578403948159253,-0.22851894309894005,0,1,0
United Kingdom of Great Britain and Northern Ireland,2015,wind onshore,0.06,GBR,-0.3335423677678235,0.9545777587075414,-0.44868914649630853,-0.22570936252022034,0,1,0
United Kingdom of Great Britain and Northern Ireland,2015,solar pv,0.06,GBR,-0.3335423677678235,0.9545777587075414,-0.44868914649630853,-0.22570936252022034,1,0,0
United Kingdom of Great Britain and Northern Ireland,2013,solar pv,0.041975363,GBR,-0.1398483436704526,0.8693939470957297,-0.0578403948159253,-0.22851894309894005,1,0,0
United Kingdom of Great Britain and Northern Ireland,2017,solar pv,0.029532818,GBR,-0.1737971164703852,1.0259613491326642,-0.6390201572597326,-0.22302862588408404,1,0,0
United Kingdom of Great Britain and Northern Ireland,2020,solar pv,0.0335,GBR,0.24197314136198123,0.8154487546839816,-0.6354458659777903,-0.22012113403314426,1,0,0
United Kingdom of Great Britain and Northern Ireland,2020,wind offshore,0.0396,GBR,0.24197314136198123,0.8154487546839816,-0.6354458659777903,-0.22012113403314426,0,0,1
United Kingdom of Great Britain and Northern Ireland,2020,wind onshore,0.0345,GBR,0.24197314136198123,0.8154487546839816,-0.6354458659777903,-0.22012113403314426,0,1,0
United Kingdom of Great Britain and Northern Ireland,2012,wind offshore,0.135,GBR,-0.21549474644963454,0.8451189176245562,0.03973775718109774,-0.22973628032523136,0,0,1
Ukraine,2020,solar pv,0.1385,UKR,0.9528063410963182,-1.2038665694612722,0.25866309820005956,-0.2838270781349749,1,0,0
Ukraine,2020,wind onshore,0.1385,UKR,0.9528063410963182,-1.2038665694612722,0.25866309820005956,-0.2838270781349749,0,1,0
United Arab Emirates,2014,solar pv,0.05,ARE,-0.5106052660087649,0.8563144890083236,-1.0768708392976563,-0.3879708810270026,1,0,0
United Arab Emirates,2016,solar pv,0.039,ARE,-1.159539483912825,0.892866961368697,-1.1415655115008108,-0.3854806403846408,1,0,0
United Arab Emirates,2015,solar pv,0.036,ARE,-2.592852323594948,0.8822220698116067,-1.1142221831939525,-0.3867030965597833,1,0,0
Kingdom of Morocco,2018,solar pv,0.0425276,MAR,-0.29606194259380963,-1.1542285272253061,0.22220532712424895,-0.3089675270556133,1,0,0
Hashemite Kingdom of Jordan,2015,solar pv,0.057,JOR,-0.13179763869236416,-1.1168688143464234,0.9020355289496617,-0.38374692634912955,1,0,0
Oriental Republic of Uruguay,2020,wind onshore,0.042,URY,1.0438016942073136,-0.48935707262037986,0.42629735932315044,-0.40122461313267127,0,1,0
United States of America,2023,solar pv,0.058440072,USA,0.05890613137864971,2.013078432060564,-0.7844938124347816,0.5415604277860175,1,0,0
United States of America,2010,wind onshore,0.06692,USA,-0.2592057009804846,1.3522985289626768,0.28689999932740307,0.4687924312838849,0,1,0
United States of America,2016,wind onshore,0.0597799999999999,USA,-0.29457479282536697,1.5971601646133176,-0.564496184031237,0.5078801900654758,0,1,0
United States of America,2017,solar pv,0.03,USA,-0.18238211731729684,1.6500312303720752,-0.6563554699771523,0.5137111647947943,1,0,0
United States of America,2018,solar pv,0.031,USA,-0.11562735356091806,1.7221172330956138,-0.7383854548977267,0.5185914312803148,1,0,0
United States of America,2020,solar pv,0.06244812,USA,-0.24404885769666151,1.690021000141168,0.004888417182160905,0.5319255365706674,1,0,0
United States of America,2020,wind offshore,0.05192,USA,-0.24404885769666151,1.690021000141168,0.004888417182160905,0.5319255365706674,0,0,1
United States of America,2020,wind onshore,0.0514333333333333,USA,-0.24404885769666151,1.690021000141168,0.004888417182160905,0.5319255365706674,0,1,0
United States of America,2017,wind onshore,0.06,USA,-0.18238211731729684,1.6500312303720752,-0.6563554699771523,0.5137111647947943,0,1,0
United States of America,2015,wind onshore,0.061,USA,-0.297548825535646,1.5658536834321797,-0.49104449818732404,0.5012461432649475,0,1,0
United States of America,2008,wind onshore,0.075,USA,-0.1642404725421949,1.3969734801487275,-0.4009723578823798,0.45391000606610726,0,1,0
Socialist Republic of Vietnam,2023,solar pv,0.1366,VNM,-0.1669740580702999,-1.1311617850676707,-1.1406719386803252,-0.12550317168277436,1,0,0
Socialist Republic of Vietnam,2022,solar pv,0.0975,VNM,0.11935553229397008,-1.139085468815219,-1.162475115500173,-0.12741292921313704,1,0,0
Socialist Republic of Vietnam,2022,wind offshore,0.1125,VNM,0.11935553229397008,-1.139085468815219,-1.162475115500173,-0.12741292921313704,0,0,1
Socialist Republic of Vietnam,2020,solar pv,0.069075,VNM,-0.2255415944995096,-1.1543066040753986,-1.0588206683238481,-0.13196726938144457,1,0,0
Socialist Republic of Vietnam,2020,wind offshore,0.0808,VNM,-0.2255415944995096,-1.1543066040753986,-1.0588206683238481,-0.13196726938144457,0,0,1
Socialist Republic of Vietnam,2020,wind onshore,0.0675666666666666,VNM,-0.2255415944995096,-1.1543066040753986,-1.0588206683238481,-0.13196726938144457,0,1,0
Socialist Republic of Vietnam,2016,solar pv,0.1,VNM,-0.17854670303971407,-1.1840503472788402,-1.1043928821686115,-0.14356758669591363,1,0,0
Republic of Kenya,2022,solar pv,0.0875,KEN,0.5072416520196955,-1.2330527255157533,-0.41473337931785736,-0.25660437448313195,1,0,0
Republic of Zambia,2016,solar pv,0.038,ZMB,1.39079372725849,-1.2555257500783559,-0.4983717953153057,-0.3627885448854595,1,0,0
