"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Romania","ROU","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","378562002434.328","329658565216.831","300756645691.755","305354717042.031","317361089638.332","337143829605.776","350318406075.388","333331246782.135","326565246116.163","325335203155.379","333342406754.312","350736828593.866","370739320643.584","379418874347.107","418985103376.018","438543948312.612","473753813407.826","508024253447.854","555308444057.08","524673708925.5","504180942481.644","526846845973.419","536875991928.721","538372651211.108","560532075417.638","578228275134.968","594765213632.855","643509067452.318","682897807060.713","709689689855.075","683612962538.037","721524152405.444","750134804912.018","768170084331.936","",
"Russian Federation","RUS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4430965465823.33","4207337321649.69","3595966031564.91","3284248265412.36","2871426272665.58","2752447909421.58","2649091579168.13","2686176630881.67","2543810300221.61","2706611989347.88","2977274996668.97","3129117546629.81","3276185818148.97","3515345821616.73","3768448888207.49","4009628314978.11","4338420573560.6","4707185357846.14","4951957549655.98","4565705162222.7","4771161894486.5","4976323248445.34","5176574783436.95","5267445523731.65","5306227998547.25","5201551018654.91","5211625906529.59","5306779254504.82","5455753571577.36","5575675165814.43","5427716010814.12","5732443748434.11","5613798699492.73","5815895452674.47","",
"Rwanda","RWA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8275333438.04195","8067260137.88812","8541028160.15841","7848462503.29206","3904761797.89942","5280178151.39379","5953173594.36331","6777673402.30943","7378085088.35787","7699171111.62885","8343660713.27827","9051583641.19482","10245675219.4083","10471324690.8987","11251194123.1452","12306319763.1387","13441833211.9345","14467888423.3723","16082685232.9712","17087572820.2396","18340887582.2593","19800526706.8051","21511590837.5726","22526905350.0572","23916177031.8245","26034398295.9646","27588845896.7094","28669824038.2906","31111480206.2417","34050701578.4323","32901937327.9795","36474419075.9597","39449904828.4124","42701084980.5307","",
"South Asia","SAS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2641795902709.67","2694892750109.96","2849923783009.41","2973904533512.07","3151670870272.41","3368317390990.65","3596407870810.61","3731488307974.62","3937820465089.37","4238208184242.9","4412100546087.27","4606633771089.55","4780770293410.31","5125626720314.51","5511714863889.07","5933190468745.01","6386217809185.56","6847279376382.9","7074707212369.98","7576112757453.45","8144802181927.34","8559848760872.73","9025093155786.17","9571475609929.39","10231382738832.6","10980258815575","11836850752694.8","12610513142084.8","13412145657102.6","13947841514639.1","13309616430806.4","14474498265813.9","15400712853161.3","16469834355547.8","",
"Saudi Arabia","SAU","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","639522294846.124","692095846428.444","723797972237.685","726547241192.434","733470916150.262","735756941416.534","760071506844.671","780193058871.589","802068052228.926","796987743265.949","834591055818.212","837466917745.173","831701728798.345","904631628356.946","982710175129.544","1041131253715.51","1075629314140.83","1099439629089.24","1168022893555.14","1155563476547.97","1213798015240.47","1347240076269.94","1420111161359.37","1456107830506.85","1511606256226.54","1579765475122.45","1609536040741.88","1624199697202.14","1676161528880.25","1694561319679.59","1633870015239.06","1716790721486.04","1845309405211.69","1831378891210.63","",
"Sudan","SDN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65832468679.7624","70777086386.0803","75432705020.8956","78879036120.1912","79672740052.0811","84450787779.4826","89449534427.2469","105830121020.512","110389816288.017","113816421735.368","121039060983.618","128907036334.483","136649800780.219","145243444604.311","152710248170.58","161328474716.694","171865501665.239","181722459503.926","188712858640.32","183489844612.545","190569326775.598","184445320301.139","153080968306.52","156073922642.547","163349120543.47","166469377694.971","172241940059.519","173463576844.394","168813138819.997","165135964859.046","159141858245.694","156168260027.791","154672454523.183","123565386328.13","",
"Senegal","SEN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22569745551.636","23170092355.1783","23475991569.0652","23795315059.7957","23784007300.3422","25084655922.241","25591360254.7113","26370770987.462","27926245460.0734","29680937545.068","30834698201.8069","32163936241.3328","32186031763.8327","33986502591.7025","35564595805.8847","37097514716.067","37962172824.5955","39035408701.7631","40480955880.7791","41595034082.963","43005475623.6144","43579207837.654","45323681588.5148","46417063409.7225","49306095988.2355","52445436642.2476","55778904558.0186","59910719208.024","63630720168.7878","66566404953.1348","67459775215.4187","71874343647.3324","74624158025.0923","78044975251.5906","",
"Singapore","SGP","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","138251447003.082","147498253382.875","157291850625.9","175316947562.841","194769571372.229","208745069379.665","224341229414.04","242997915174.85","237673794388.827","251264865521.206","273974978881.985","271041082886.065","281675002394.523","294486300975.836","323758188300.615","347607260222.98","378915433023.903","413099362750.744","420797401026.747","421335825536.003","482512732846.182","512500581547.636","535232532510.318","561018060871.555","583097152618.905","600454784671.71","622002967448.121","650073503063.02","672937330452.777","681988732836.322","655597140120.973","719129530581.864","746730274150.63","754757861691.713","",
"Solomon Islands","SLB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","779674239.42775","826454705.927801","931414439.103129","968671012.334834","1047133376.21201","1152774635.15041","1171333242.01192","1160626352.04937","1175615983.55554","1169905655.48013","1002878229.83004","923083159.418185","897236988.94339","955767946.487998","1029202464.79558","1104929555.33154","1150654637.6504","1192534697.25551","1266781544.30543","1303065561.4633","1429572224.27046","1535788720.26894","1573661291.41184","1656085581.13465","1675780040.19895","1703868562.93411","1798513887.29169","1853824448.77016","1904730383.29017","1938035861.72613","1872508009.84399","1920525664.39123","1966665936.95617","2027234720.84471","",
"Sierra Leone","SLE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10234695558.5244","10475411648.1171","8483731069.06347","8600344202.18196","8432862378.17614","7758254273.88207","7894320097.10702","7430364527.27002","7562997484.80024","7413304068.30458","7906491146.79766","7404788277.11448","9368844307.93168","10257350976.561","10921908951.7022","11397394252.441","11885557236.0937","12833616474.3863","13531238139.6431","13965513967.2618","14892473903.5977","15787486423.7853","18187460368.6365","22021197715.7482","23025199950.5473","18307089165.4418","19468990292.3836","20199817875.7132","20901337879.9792","22051477758.7466","21775095775.6546","23059141099.8544","24284401155.7586","25671045779.5945","",
"El Salvador","SLV","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32268857747.3601","32750982739.271","35050744732.7709","37090107666.4687","38830398412.671","40668661082.3633","40998671772.0135","42285197819.9467","43406718523.0549","44345186421.7477","44845358873.2488","45239824775.7213","45951410325.2796","46670730500.3765","47085822070.9522","48348112958.8643","50444969942.3996","51376992319.8102","52483859774.8353","51377096737.2549","52483859774.8353","54464382833.8519","56037150872.4371","57260415160.2687","58250676689.777","59648692981.8958","61163210524.2658","62537926514.7702","64046619110.6471","65607737256.2459","60429252054.6952","67623210509.8633","69516357566.7362","71957060938.0854","",
"San Marino","SMR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1726614182.83456","1855516616.91652","2023428998.15485","2067527199.28815","2182860956.09831","2189645294.73421","2274449527.68286","2377910691.88021","2435577570.2853","2528862226.52882","2708647200.37996","2695078523.10817","2416920639.03659","2284626035.6367","2094664553.83172","1947105188.50106","1931840426.5703","1918271749.29852","1962229053.1144","2008231666.03311","2013418234.91034","2043496796.99874","2085709006.82046","1947052932.12809","2217650250.23726","2392810056.98825","","",
"Somalia","SOM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5702889963.56845","5218810215.67984","5427071869.25095","4458502923.22049","4636423781.20224","5009471136.42011","5068607534.73757","5402451028.05995","5797818358.75455","6210061467.25818","6651616356.51113","7159152463.8356","7705414932.76854","8253294153.47997","8840129308.82295","9413532869.04819","10043707887.9342","10716069040.3378","11433440414.4894","12198835153.0363","13015468109.0063","13886769348.9841","15408660874.7156","16792051358.0506","18548867409.3484","19853756669.6542","22779365581.8335","23247325473.0059","23903902793.4424","23245952401.4053","24049850419.8053","24705717328.7295","25747405321.8282","",
"Serbia","SRB","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72047395118.2248","76489089587.1502","83322022589.3435","87773620092.4029","78710548615.5418","83476544950.9899","89135018485.7177","94965383004.9652","99295509614.0223","105935268987.226","112189155455.594","116565277291.723","125694753343.821","132181724785.085","128027768069.18","130090260411.837","130160863620.559","129583006618.469","130168175956.743","127819590285.304","129475797942.381","133327959024.091","136479023723.88","142824411697.764","149608868241.047","148187548098.819","159967060030.157","164175771694.558","170492387109.43","",
"Sub-Saharan Africa (excluding high income)","SSA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1744368906044.08","1752086797943.22","1743119011007.25","1726285473664.8","1742595351115.87","1804782203155.65","1898708341771.67","1979005900439.71","2031222708763.01","2078454805662.89","2149649232746.19","2241095551120.83","2376612862636.53","2473507137691.77","2637174097219.54","2798338648039.29","2970198000510.45","3154129648557.34","3321337126722.5","3423234734637.41","3628044139328.43","3793253999587.52","3944302654263.17","4145489468374.52","4352272782791.46","4485490511197","4560159741058.57","4687001631666.13","4824167793287.42","4961233977898.81","4871090002652.25","5084598209106.3","5275404437682.12","5425837513800.43","",
"South Sudan","SSD","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745442613188.76","1753190477966.41","1744302688889.13","1727556488890.75","1743835037181.46","1806027570754.14","1900078754116.68","1980544348606.6","2032799096347.1","2080060646517.32","2151323479314.85","2242730907740.77","2378267385251.64","2475062795956.97","2638683967937.45","2799984964888.24","2971999735461.67","3156091798268.3","3323244227795.32","3425093415197.74","3629986243908.1","3795381903049.36","3946496546113.16","4147709930008.58","4354583240789.88","4488008494719.81","4562985733545.88","4690025321769","4827341419607.79","4964583402537.29","4874043173332.63","5087566538743.59","5278820849374.77","5429362043570.48","",
"Small states","SST","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192055371527.056","194203021684.347","192579593285.131","196907296721.144","201640643457.888","209539042020.555","216729034231.827","227817165493.813","234484330428.788","240759152161.774","255101114832.068","261923045261.868","270654910952.113","282245447399.935","294733158870.169","307368735190.91","325448959707.566","342067767156.446","348278623348.507","339059699976.942","349380231889.935","360689236575.139","368078042048.249","374952574217.173","384444429803.794","394569553320.784","407247397194.986","425276022724.75","440331333649.064","455819053092.35","428096294968.375","456811391186.864","490683454116.945","514109675018.734","",
"Sao Tome and Principe","STP","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","477556464.620019","483291939.918397","486674968.938001","492028386.760864","502853019.055278","512910088.019017","520603744.85671","525790628.931897","538935331.051748","552408748.045531","554885573.546583","571889947.383692","591106525.73093","640118238.348323","662765019.548713","706604438.568351","769252760.83048","797264883.584242","846924799.618182","874893641.37586","887566084.071738","905312365.29496","931955190.132987","979668288.954311","1027732877.28136","1043556924.4073","1097580036.89126","1142723280.59177","1192753169.44633","1216778995.98225","1248717734.99679","1272434617.36875","1274581195.38269","1279325859.25215","",
"Suriname","SUR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7069161061.59114","7260028349.1341","7289068463.15037","6800701010.98782","7031924770.37419","7031924770.37419","7102244104.06534","7507071853.45901","7679734630.03437","7572218309.11467","7731234807.85108","8055946702.3166","8281513265.44721","8803248554.22591","9551524697.603","9981343329.13633","10559616805.2417","11099370327.6172","11559262393.8227","11907623766.9886","12523108019.2929","13255630651.2693","13612253476.9177","14011560990.1665","14047360953.2772","13567918528.4332","12901508432.171","13103550934.2593","13751950156.2068","13912516519.7278","11689965333.3394","11405269573.3629","11679705719.6006","11976319643.0753","",
"Slovak Republic","SVK","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92847050116.2899","79315703155.3106","73984509002.5941","75391194819.9727","80069619083.0562","84748484261.7375","89934734760.303","94868410715.66","98498177148.9098","98032023090.1748","98805716908.8594","101695941262.849","106188109210.829","111345345201.96","117346301453.114","124956129325.906","136109322263.644","150834487774.749","158924309933.833","150174988834.763","160372744805.55","164482175403.669","167063182257.332","168238177103.094","172793983869.009","181739320215.078","185279273271.629","190605556302.918","198348183431.527","202862388114.971","197617355653.362","208934878964.916","209874404531.554","212767181673.799","",
"Slovenia","SVN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50656201201.566","46147744621.322","43626371323.9616","44866851992.0418","47257127135.0793","49198052180.861","50631495926.0431","53249822766.6429","54881302740.5812","57772455670.2537","59793287901.2897","61484652649.1653","63502937690.8035","65531876305.6166","68510968212.0024","71151467788.861","75355654503.259","80735469318.3446","83458061524.799","77123104397.544","77980819297.5546","78491936710.7658","76203473995.9577","75575727122.3695","77663757225.8574","79522490703.2102","81935532257.7975","86175208158.4612","89948890942.7647","93101825943.2447","89298618073.0742","96790459870.841","99403064315.1456","101503045343.748","",
"Sweden","SWE","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","344111333872.984","340167904542.882","336226743863.226","329281589137.95","342504401592.875","356527397869.101","362605552838.533","373718945786.12","389586025883.949","405952821718.991","424752967759.975","430532865664.502","440338988534.401","448621518842.256","467371791583.107","480426312292.298","502891040451.7","519108830527.993","514316817087.756","492429685665.42","520748016101.672","537224017165.067","534997407768.558","541084161540.457","553506175895.864","577916576902.076","591496118524.505","602291845509.934","613753246048.856","629401792506.576","616780162313.504","653401537327.891","662936550870.42","660877004663.215","",
"Eswatini","SWZ","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4823572045.22542","4908485066.70158","5066842949.68048","5224224875.84178","5349642374.29484","5607797474.44755","5823252061.31048","6003936237.83588","6160281103.09982","6342063311.12901","6453694645.38819","6521765951.65259","6807425762.61597","7071568421.91189","7327835995.95249","7767416503.29131","8232853059.15806","8598011013.02353","8668657766.8221","8804326495.72329","9138341069.57851","9343700589.76197","9847945603.99374","10228195838.4418","10403802488.3243","10544763080.9572","10916887553.9807","11185995230.0189","11272034709.9073","11831366759.2579","11489787751.8442","11880364539.8064","11872331125.4157","12467717218.5161","",
"Sint Maarten (Dutch part)","SXM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1707402664.34984","1762039424.83535","1843093298.53652","1868722332.27754","1893141506.94385","1923060378.63178","1925095229.39475","1943725499.47426","1797261623.53916","1674023699.68631","1857580414.01304","1610210354.93476","1683919292.28275","1848943401.64251","1919203250.90493","",
"Seychelles","SYC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1075888256.27019","1105587358.22452","1184891625.3785","1271428653.97734","1240449419.9454","1246466054.86781","1371087057.34599","1538272501.21873","1576228466.60951","1605735544.03299","1674030661.68622","1636010698.60561","1655852774.64824","1558370594.23847","1513949957.66088","1650292683.67165","1805521335.06998","1965780608.6428","1912194485.63125","1864783995.48965","1948794976.80544","2134121157.07031","2200506804.93759","2228095328.10173","2318638255.5212","2525321875.39859","2831328441.68385","3028223613.59189","3177801892.96287","3353035170.8655","2959393508.28619","2975737695.0276","3421409505.65097","3529584701.13139","",
"Syrian Arab Republic","SYR","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73316725295.5848","78937528716.2122","89177928601.8804","94663169864.4364","101491251953.397","108622625650.245","119295417122.728","125288585666.109","133789797737.791","129035644342.546","129907464111.245","131267968227.313","136459395744.727","146290524284.523","156388899832.974","166108591683.508","174490756054.935","184392394149.406","192647038185.698","204036413523.41","214629791994.395","220746747169.405","162604223734.974","119839170351.364","107483344543.95","102990764723.08","96393597835.5808","95696400507.7878","97029619867.4644","98214065502.817","97529361721.3717","99337766654.2033","100065695233.932","","",
"Turks and Caicos Islands","TCA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","852697053.83282","844406285.875468","853448838.691298","927795298.201294","1032773797.29242","1107662090.0044","1079970537.75429","1140563295.4498","1201137759.4815","879437839.658136","958811479.639579","1018257786.4443","1030476846.74178","",
"Chad","TCD","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7406402145.75072","8038548727.99106","8681748650.32753","7317860084.68655","8059663338.64905","8159325050.60473","8340011103.66181","8811504651.54086","9424043438.97802","9359691337.87673","9277355909.13722","10358922553.3825","11238520402.376","12893017953.101","17228858903.5546","20215056685.1831","20346103218.8008","21011725899.9237","21653149077.1911","22566412982.6652","25624184702.1987","25645419412.4129","27923393300.6278","29515027099.3199","31551559555.2956","32424804397.2969","30396461975.8189","29488004137.0016","30188060501.791","31168321743.6293","30669626495.9041","30311041208.7462","31161066088.6256","32445624829.8036","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3994410354864.4","4300535995896.43","4737940933136.14","5226724392548.15","5756615916254.43","6304879345795.08","6855231416725.23","7306237233894.94","7366740984009.41","7795440697740.1","8365038424978.25","8902954566199.49","9580569169828.14","10392760636390","11293822920929","12347658432851","13619672773409.9","15203233665895.5","16436680296268.7","17637868489466.3","19318808159654.4","20896917061434.4","22449905922965.6","24031697988294.6","25648762978075.5","27321129846537.2","29070199055079.7","30980751791154.7","32967839717574.2","34845613096641.7","35100628756350.4","37578468973394.1","38938443014722.2","40891816707235.9","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8370392241173.62","7852525209042.09","7007815966248.66","6557474884633.74","5878765422499.86","5775725286400.91","5750685148806.33","5877308538788.35","5799621387294.98","5965486855252.19","6419738458638.49","6648777023129.62","6981612574088.01","7438197599164.69","8033700349514.62","8548974086521.96","9232448834978.15","9961691368555.64","10424819015195.7","9840166630312.38","10282134285854.2","10848328988745.2","11206578612986.4","11525696781242","11698530258685.8","11746762931634.6","11931151470428.1","12385455478292.1","12833685278538.7","13182448627206.2","12938231834058.4","13824537234189.3","13839041057900.2","14345416054721.8","",
"Togo","TGO","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8682094114.98464","8621322278.29243","8278134439.18484","7028481545.52099","8081517772.78141","8715580106.41138","9485707209.37856","10849503150.2863","10599977969.3566","10863043075.0758","10777933347.5519","10866683027.4124","11282509973.4834","12040713984.5592","11922875690.9781","11366518616.039","11667746374.4709","11530636307.5087","11995971886.9541","12650211079.8735","13390799053.0381","14170579058.3912","15063707495.7898","15941057864.5667","16839055947.4004","17759820796.0042","18508378702.9471","19250219185.927","20173278798.0617","21166394368.2918","21588061755.9783","22881375789.0174","24199238355.6525","25749906711.9153","",
"Thailand","THA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","476313499806.156","517077649064.787","558875041821.244","604992940343.63","653374375017.755","706430434660.812","746357490511.661","725805976099.327","670397691776","701050337400.641","732283861830.079","757505541489.236","804084830332.067","861892445150.448","916099809929.404","954462757616.569","1001878662453.93","1056332287513.13","1074561401636.81","1067140284679.84","1147318701798.71","1156957694307.39","1240753782255.18","1274098985103.59","1286642092903.63","1326966064022.24","1372549441171.44","1429890178831.45","1490272586336.65","1521785261496.89","1429716667768.12","1452137223843.39","1487900014174.25","1515980515072.08","",
"Tajikistan","TJK","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22529307638.2711","20929726999.5681","14860105948.7911","12423048596.24","9776939492.07511","8563003180.32128","7132981783.18961","7252863963.13675","7638199027.01455","7920778073.85827","8580129343.23434","9402177479.50698","10417613000.7372","11563550334.7739","12754595896.799","13609153632.677","14561794823.9665","15697614837.5239","16937726138.3628","17598297652.2489","18742186838.7707","20129108777.2117","21638791827.4526","23240062367.9387","24797146706.9848","26289762181.4162","28103755771.934","30099122549.3957","32386655528.9152","34783268090.8793","36313732274.8975","39727222945.4623","42905400915.5615","46466548855.3976","",
"Turkmenistan","TKM","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29804326740.3652","28431759044.9348","24176665797.3288","24539315826.3363","20294048427.5638","18832868633.5211","20094669355.5921","17803877003.3068","19067952331.7629","22214164370.6353","23429071266.5706","24446793974.6902","24509666221.1008","25310845190.3874","26576490575.824","30040479624.705","33336914076.3533","37023743238.2639","42466233494.2887","45056673786.2155","49201887769.1652","56434565235.7443","62698801955.2154","69094079818.2233","76210770019.1493","81164470001.4359","86196667114.2781","91799450517.0719","97491016395.3094","103632950469.421","109747294597.405","116551626881.618","123777827673.938","131576025873.303","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5291383220890.16","5465518083213.79","5621208121463.33","5885859963135.07","6198239604278.9","6246172129783.26","6489099889003.12","6842360866604.07","7043889692436.58","7073985392367.2","7327368837335.23","7347101242130.42","7383919493102.64","7572744984169.12","7975313309785.05","8298703253064.4","8737289087138.41","9205981707679.1","9556248803200.35","9339990848726.52","9957987790575.08","10418633210356.2","10699381267906.2","11011952900998.3","11178018978869.6","11234918920295.7","11213027094562.6","11440700155945.3","11639404879633.5","11726600106946.6","10958513475367.5","11768697063494.1","12244017639018.4","12507370914999.8","",
"Timor-Leste","TLS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1630064211.09209","1804713863.22815","1993478263.4989","2196908045.98194","2353390254.18934","2510626486.64263","2711029337.48745","2819470348.46713","2763081049.84434","1783501640.95359","2819325434.96141","3280324076.21611","3060422571.44359","2993636067.36816","3005610730.81884","3095315576.69065","2967909518.52397","3272576959.57023","3645480716.91506","4015385983.59008","4390082199.11083","4651666990.33897","4877766933.3107","5029190712.1361","5254121189.57333","5384425517.85446","5546492990.5254","5369980553.14736","5344929477.30297","6639091051.97847","8745391928.50741","9214418371.67959","7317700007.13367","5991892776.35454","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1890554560501.86","1876383312320.02","1965150228121.7","1999832881317.93","2039716945003.54","2098223220040.33","2231242065646.97","2320964068901.81","2468171274318.2","2577919257467.25","2737307901907.75","2817053314539.8","2906913622566.72","2961078688611.92","3190164093331.74","3325469846182.86","3507499608821.16","3722155752143.18","3872934726267.77","3981883526623.65","4189944625742.99","4235655618958.33","4306320591887.21","4318683786534.37","4427726606263.03","4512029307376.78","4769915689147.34","4911042849957","5014220316953.63","5095690848116.88","4997076826971.13","5199831908925.7","5438922422389.54","5620072612594.31","",
"Tonga","TON","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","447435579.379966","476138337.321569","477338090.059228","495181252.22931","519705209.323884","552073290.736201","552586269.177995","549267822.25663","561860202.822555","574796824.489258","596375227.683597","605276026.337176","632085088.382834","632412529.536012","619966978.980753","615889742.902154","602551626.363855","587702899.563664","616281995.656515","584671749.162601","589491764.044487","629009531.618783","634794959.395833","637295504.827885","649981127.755286","657220253.936364","700588275.495443","723023329.503351","727994480.618006","726477067.212441","739433022.393754","742114221.11341","724972421.363715","","",
"South Asia (IDA & IBRD)","TSA","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2641795902709.67","2694892750109.96","2849923783009.41","2973904533512.07","3151670870272.41","3368317390990.65","3596407870810.61","3731488307974.62","3937820465089.37","4238208184242.9","4412100546087.27","4606633771089.55","4780770293410.31","5125626720314.51","5511714863889.07","5933190468745.01","6386217809185.56","6847279376382.9","7074707212369.98","7576112757453.45","8144802181927.34","8559848760872.73","9025093155786.17","9571475609929.39","10231382738832.6","10980258815575","11836850752694.8","12610513142084.8","13412145657102.6","13947841514639.1","13309616430806.4","14474498265813.9","15400712853161.3","16469834355547.8","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","GDP, PPP (constant 2021 international $)","NY.GDP.MKTP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1745442613188.76","1753190477966.41","1744302688889.13","1727556488890.75","1743835037181.46","1806027570754.14","1900078754116.68","1980544348606.6","2032799096347.1","2080060646517.32","2151323479314.85","2242730907740.77","2378267385251.64","2475062795956.97","2638683967937.45","2799984964888.24","2971999735461.67","3156091798268.3","3323244227795.32","3425093415197.74","3629986243908.1","3795381903049.36","3946496546113.16","4147709930008.58","4354583240789.88","4488008494719.81","4562985733545.88","4690025321769","4827341419607.8","4964583402537.29","4874043173332.63","5087566538743.59","5278820849374.76","5429362043570.49","",
