country,technology,Year,wacc,ISO,inflation,gdp,unemployment,population,is_solar,is_wind_onshore,is_wind_offshore,GDP_PPP
Kingdom of Cambodia,solar pv,2023,0.20742,KHM,1.06309607242758,2083.59301849948,0.225,17423880.0,1,0,0,116576027285.417
Kingdom of Cambodia,solar pv,2016,0.1,KHM,1.58007480575829,1645.46671578126,0.716,15852803.0,1,0,0,83761925237.7963
Republic of South Africa,solar pv,2011,0.214,ZAF,5.53905643151262,6067.12482726885,24.639,52995205.0,1,0,0,
Republic of Chile,solar pv,2023,0.105031,CHL,6.59951204566833,14226.5180749128,9.013,19658835.0,1,0,0,579245531682.843
Republic of Chile,solar pv,2016,0.041,CHL,4.56065604390805,13505.0977104931,6.673,18267221.0,1,0,0,510947770445.532
Republic of Chile,solar pv,2015,0.043,CHL,4.95436552710441,13433.9202985339,6.313,18047625.0,1,0,0,502144974484.079
Republic of Chile,solar pv,2020,0.05746,CHL,9.66572269693961,12679.0240036611,10.934,19370624.0,1,0,0,508669537499.422
Republic of Chile,wind onshore,2020,0.0631333333333333,CHL,9.66572269693961,12679.0240036611,10.934,19370624.0,0,1,0,508669537499.422
People's Republic of China,solar pv,2020,0.03905,CHN,0.49249391805742,10358.1699971792,5.0,1411100000.0,1,0,0,26576353594843.0
People's Republic of China,wind offshore,2020,0.0278,CHN,0.49249391805742,10358.1699971792,5.0,1411100000.0,0,0,1,26576353594843.0
People's Republic of China,wind onshore,2020,0.03,CHN,0.49249391805742,10358.1699971792,5.0,1411100000.0,0,1,0,26576353594843.0
People's Republic of China,solar pv,2016,0.0752333333333333,CHN,1.40734602732051,8516.52874235572,4.56,1387790000.0,1,0,0,21490223756848.4
People's Republic of China,wind onshore,2014,0.0618,CHN,1.03106368780396,7532.78530130172,4.63,1371860000.0,0,1,0,18789704490483.8
People's Republic of China,wind onshore,2015,0.058,CHN,-0.0029440936495177,8016.44559489998,4.65,1379860000.0,0,1,0,20112749379001.5
People's Republic of China,wind onshore,2016,0.053,CHN,1.40734602732051,8516.52874235572,4.56,1387790000.0,0,1,0,21490223756848.4
People's Republic of China,wind onshore,2017,0.0512,CHN,4.2326819752236,9053.22872461936,4.47,1396215000.0,0,1,0,22983192752169.8
People's Republic of China,wind onshore,2018,0.0548,CHN,3.49974763567195,9619.20947510677,4.31,1402760000.0,0,1,0,24534506282427.8
People's Republic of China,wind onshore,2019,0.0572,CHN,1.28670040766232,10155.5108830542,4.56,1407745000.0,0,1,0,25994432263673.9
People's Republic of China,solar pv,2014,0.0834,CHN,1.03106368780396,7532.78530130172,4.63,1371860000.0,1,0,0,18789704490483.8
People's Republic of China,solar pv,2015,0.0932,CHN,-0.0029440936495177,8016.44559489998,4.65,1379860000.0,1,0,0,20112749379001.5
People's Republic of China,solar pv,2017,0.0843,CHN,4.2326819752236,9053.22872461936,4.47,1396215000.0,1,0,0,22983192752169.8
People's Republic of China,solar pv,2018,0.0848,CHN,3.49974763567195,9619.20947510677,4.31,1402760000.0,1,0,0,24534506282427.8
People's Republic of China,solar pv,2019,0.0866,CHN,1.28670040766232,10155.5108830542,4.56,1407745000.0,1,0,0,25994432263673.9
Republic of Colombia,wind onshore,2020,0.0596,COL,1.48172462037553,5891.95523215403,15.983,50629997.0,0,1,0,803067693827.328
Republic of Costa Rica,solar pv,2023,0.18033,CRI,-0.087922596921004,14318.8389652137,8.325,5105525.0,1,0,0,132639643384.964
Republic of Costa Rica,solar pv,2020,0.0679,CRI,0.772593247062218,12242.2098908533,16.432,5034320.0,1,0,0,111821618043.828
Republic of Croatia,wind onshore,2014,0.12,HRV,0.126544520072585,11863.8584044911,17.29,4201598.0,0,1,0,119587661221.593
Republic of Croatia,wind onshore,2019,0.0783333333333333,HRV,1.98838183285723,14641.2298817935,6.617,3949390.0,0,1,0,138724606559.371
Republic of Croatia,wind onshore,2013,0.12,HRV,0.73288886582057,11839.2458156921,17.251,4233922.0,0,1,0,120257677106.869
Republic of Croatia,solar pv,2015,0.0783333333333333,HRV,0.12437215819854,12285.3032582105,16.175,4151725.0,1,0,0,122365892059.172
Republic of Croatia,wind onshore,2015,0.0818,HRV,0.12437215819854,12285.3032582105,16.175,4151725.0,0,1,0,122365892059.172
Republic of Croatia,solar pv,2020,0.0577,HRV,0.803359807884533,13544.9715102628,7.507,3914206.0,1,0,0,127194313093.245
Republic of Croatia,wind onshore,2020,0.0597,HRV,0.803359807884533,13544.9715102628,7.507,3914206.0,0,1,0,127194313093.245
Republic of Cyprus,wind onshore,2014,0.1,CYP,-1.33826258326664,22581.828125,16.277,1201801.0,0,1,0,31069180428.6001
Republic of Cyprus,wind onshore,2019,0.052,CYP,1.35009084401798,28625.779296875,7.155,1286671.0,0,1,0,40745208557.8008
Republic of Cyprus,solar pv,2019,0.05,CYP,1.35009084401798,28625.779296875,7.155,1286671.0,1,0,0,40745208557.8008
Republic of Cyprus,wind onshore,2013,0.1,CYP,-0.937739537664939,22738.490234375,16.131,1183895.0,0,1,0,31630965935.0582
Republic of Cyprus,wind onshore,2015,0.1,CYP,-0.754233926922836,23487.228515625,15.026,1219502.0,0,1,0,32131411781.1819
Republic of Cyprus,solar pv,2015,0.1,CYP,-0.754233926922836,23487.228515625,15.026,1219502.0,1,0,0,32131411781.1819
Czech Republic,wind onshore,2014,0.08,CZE,2.70671595220047,17118.0425569684,6.108,10525347.0,0,1,0,422677057750.549
Czech Republic,wind onshore,2019,0.06,CZE,3.84131790816744,20360.0599218778,2.015,10671870.0,0,1,0,509727106593.581
Czech Republic,wind onshore,2018,0.06,CZE,2.81335978857678,19736.629527594,2.246,10629928.0,0,1,0,492177168428.777
Czech Republic,solar pv,2018,0.0549999999999999,CZE,2.81335978857678,19736.629527594,2.246,10629928.0,1,0,0,492177168428.777
Czech Republic,solar pv,2019,0.0549999999999999,CZE,3.84131790816744,20360.0599218778,2.015,10671870.0,1,0,0,509727106593.581
Czech Republic,wind onshore,2013,0.08,CZE,1.27158777843077,16759.7808654377,6.953,10514272.0,0,1,0,413395452670.552
Czech Republic,wind onshore,2015,0.08,CZE,1.23453645747557,17931.5987670768,5.048,10546059.0,0,1,0,443636592238.38
Czech Republic,solar pv,2015,0.073,CZE,1.23453645747557,17931.5987670768,5.048,10546059.0,1,0,0,443636592238.38
Kingdom of Denmark,wind onshore,2014,0.058,DNK,1.01870652494551,52368.3625852985,6.925,5643475.0,0,1,0,344519101647.95
Kingdom of Denmark,wind onshore,2019,0.025,DNK,0.950878601964675,57114.6227285377,5.018,5814422.0,0,1,0,387125310719.846
Kingdom of Denmark,wind onshore,2013,0.0575,DNK,0.846911221576292,51970.3909405024,7.384,5614932.0,0,1,0,340171707922.117
Kingdom of Denmark,wind onshore,2015,0.049875,DNK,0.409102896444253,53094.0133607574,6.278,5683483.0,0,1,0,351769211878.464
Kingdom of Denmark,solar pv,2015,0.045,DNK,0.409102896444253,53094.0133607574,6.278,5683483.0,1,0,0,351769211878.464
Kingdom of Denmark,wind onshore,2010,0.0505999999999999,DNK,3.18685980343099,51209.4492636368,7.746,5547683.0,0,1,0,331176451146.53
Kingdom of Denmark,wind onshore,2016,0.03224,DNK,0.4265129525064,54300.2039530893,5.989,5728010.0,0,1,0,362579239725.83
Kingdom of Denmark,solar pv,2020,0.03285,DNK,2.82692165384543,55934.5556066994,5.637,5831404.0,1,0,0,380234069881.816
Kingdom of Denmark,wind offshore,2020,0.0476999999999999,DNK,2.82692165384543,55934.5556066994,5.637,5831404.0,0,0,1,380234069881.816
Kingdom of Denmark,wind onshore,2020,0.03192,DNK,2.82692165384543,55934.5556066994,5.637,5831404.0,0,1,0,380234069881.816
Kingdom of Denmark,wind onshore,2017,0.047,DNK,1.10061874339993,55601.0145649906,5.833,5764980.0,0,1,0,373661391679.283
Kingdom of Denmark,wind offshore,2012,0.09,DNK,2.4078426280274,51470.6898338005,7.798,5591572.0,0,0,1,335499298203.422
Kingdom of Denmark,wind onshore,2008,0.052,DNK,4.2542588202313,53572.5346597284,3.683,5493621.0,0,1,0,343082522614.921
Kingdom of Denmark,wind offshore,2008,0.092,DNK,4.2542588202313,53572.5346597284,3.683,5493621.0,0,0,1,343082522614.921
Arab Republic of Egypt,solar pv,2023,0.2653375,EGY,24.8250653743744,4111.24924442966,7.334,114535772.0,1,0,0,1911731830893.3
Kingdom of Bahrain,solar pv,2023,0.2518,BHR,-4.14375165818939,25076.6545031009,1.154,1577059.0,1,0,0,90228420640.4411
Republic of El Salvador,solar pv,2014,0.048,SLV,0.993230854860357,3713.94992016222,4.154,6162955.0,1,0,0,58250676689.777
Republic of Estonia,wind onshore,2014,0.097,EST,2.8565454191879,17413.6860003066,7.352,1314545.0,0,1,0,47442577859.6876
Republic of Estonia,wind onshore,2019,0.0806416666666666,EST,3.82267611749334,20579.875480866,4.514,1326898.0,0,1,0,56595564296.6558
Republic of Estonia,solar pv,2019,0.0720958333333333,EST,3.82267611749334,20579.875480866,4.514,1326898.0,1,0,0,56595564296.6558
Republic of Estonia,wind onshore,2013,0.097,EST,4.12395305572544,16809.532320526,8.631,1317997.0,0,1,0,45916858217.9061
Republic of Estonia,solar pv,2015,0.0844999999999999,EST,1.3064346804756,17722.1557669523,6.412,1315407.0,1,0,0,48314646948.5461
Republic of Estonia,wind onshore,2015,0.0818333333333333,EST,1.3064346804756,17722.1557669523,6.412,1315407.0,0,1,0,48314646948.5461
Republic of Finland,wind onshore,2014,0.065,FIN,1.64467040761917,42502.4881250833,8.663,5461512.0,0,1,0,287716749178.842
Republic of Finland,wind onshore,2019,0.0425,FIN,1.48185905545748,45898.5709888883,6.695,5521606.0,0,1,0,314124981505.63
Republic of Finland,wind onshore,2018,0.04,FIN,1.98705887836203,45337.2411058586,7.361,5515525.0,0,1,0,309941580852.707
Republic of Finland,wind onshore,2013,0.065,FIN,2.56139416275289,42883.6385589185,8.193,5438972.0,0,1,0,289098839138.141
Republic of Finland,wind onshore,2015,0.038,FIN,1.63270263049233,42560.3456767103,9.376,5479531.0,0,1,0,289058957935.336
Republic of Finland,solar pv,2015,0.06,FIN,1.63270263049233,42560.3456767103,9.376,5479531.0,1,0,0,289058957935.336
Republic of Finland,wind onshore,2020,0.0369333333333333,FIN,1.63841612956087,44690.9801797392,7.759,5529543.0,0,1,0,306300014472.384
French Republic,wind onshore,2014,0.057,FRA,0.570795063645548,36444.3949135827,10.273,66312067.0,0,1,0,3337258740064.58
French Republic,solar pv,2019,0.0409125,FRA,1.21052307126166,38705.2072997191,8.415,67382061.0,1,0,0,3601473785738.76
French Republic,solar pv,2018,0.0395375,FRA,1.11459330798793,38062.4435971517,9.018,67158348.0,1,0,0,3529906814409.93
French Republic,wind onshore,2018,0.0313333333333333,FRA,1.11459330798793,38062.4435971517,9.018,67158348.0,0,1,0,3529906814409.93
French Republic,wind onshore,2019,0.0299333333333333,FRA,1.21052307126166,38705.2072997191,8.415,67382061.0,0,1,0,3601473785738.76
French Republic,wind offshore,2018,0.0425,FRA,1.11459330798793,38062.4435971517,9.018,67158348.0,0,0,1,3529906814409.93
French Republic,wind offshore,2019,0.04125,FRA,1.21052307126166,38705.2072997191,8.415,67382061.0,0,0,1,3601473785738.76
French Republic,wind onshore,2015,0.0511666666666666,FRA,1.13444010309355,36702.4323733379,10.354,66548272.0,0,1,0,3372859105689.72
French Republic,wind onshore,2016,0.05,FRA,0.517258225639353,36920.5342871045,10.057,66724104.0,0,1,0,3401866742351.26
French Republic,wind onshore,2017,0.05,FRA,0.586343167177745,37580.5979319486,9.409,66918020.0,0,1,0,3472748542993.22
French Republic,solar pv,2023,0.061511175,FRA,5.30357175264875,39117.4845009362,7.335,68287487.0,1,0,0,3688744879690.47
French Republic,wind onshore,2013,0.057,FRA,0.747875807739717,36256.0866889623,9.913,65997932.0,0,1,0,3304287471309.69
French Republic,solar pv,2015,0.0425,FRA,1.13444010309355,36702.4323733379,10.354,66548272.0,1,0,0,3372859105689.72
French Republic,solar pv,2012,0.133,FRA,1.08204689479506,36161.2918334209,9.841,65657659.0,1,0,0,3278656363845.98
French Republic,solar pv,2014,0.138,FRA,0.570795063645548,36444.3949135827,10.273,66312067.0,1,0,0,3337258740064.58
French Republic,solar pv,2016,0.037,FRA,0.517258225639353,36920.5342871045,10.057,66724104.0,1,0,0,3401866742351.26
French Republic,solar pv,2020,0.0335,FRA,2.9779787161909,35709.204585868,8.009,67601110.0,1,0,0,3333500873064.27
French Republic,wind offshore,2020,0.0355,FRA,2.9779787161909,35709.204585868,8.009,67601110.0,0,0,1,3333500873064.27
French Republic,wind onshore,2020,0.0299,FRA,2.9779787161909,35709.204585868,8.009,67601110.0,0,1,0,3333500873064.27
Federal Republic of Germany,wind onshore,2014,0.038,DEU,1.90082487333854,41588.0763875592,4.979,80982500.0,0,1,0,4797349860925.47
Federal Republic of Germany,wind onshore,2019,0.0191666666666666,DEU,2.01597612377067,44207.6320519514,3.163,83092962.0,0,1,0,5232423318995.76
Federal Republic of Germany,wind onshore,2018,0.0189666666666666,DEU,1.86533423127291,43874.0130936092,3.384,82905782.0,0,1,0,5181238211301.78
Federal Republic of Germany,wind onshore,2017,0.043,DEU,1.46798919402306,43520.1864212996,3.781,82657002.0,0,1,0,5124031316749.49
Federal Republic of Germany,wind offshore,2017,0.06,DEU,1.46798919402306,43520.1864212996,3.781,82657002.0,0,0,1,5124031316749.49
Federal Republic of Germany,wind offshore,2018,0.06,DEU,1.86533423127291,43874.0130936092,3.384,82905782.0,0,0,1,5181238211301.78
Federal Republic of Germany,solar pv,2023,0.038631564,DEU,6.14291653024772,44336.7775157399,3.068,83280000.0,1,0,0,5259521323508.39
Federal Republic of Germany,wind onshore,2013,0.039,DEU,1.99503161955657,40875.0262803178,5.316,80645605.0,0,1,0,4695481441353.73
Federal Republic of Germany,wind onshore,2015,0.03175,DEU,1.68539778304084,41911.0109851054,4.612,81686611.0,0,1,0,4876636610596.83
Federal Republic of Germany,solar pv,2015,0.035625,DEU,1.68539778304084,41911.0109851054,4.612,81686611.0,1,0,0,4876636610596.83
Federal Republic of Germany,wind onshore,2010,0.04881,DEU,0.682498555076293,38517.4397860109,7.043,81776930.0,0,1,0,4486726471781.79
Federal Republic of Germany,wind onshore,2016,0.0301299999999999,DEU,1.25625862371237,42528.0637107828,4.104,82348669.0,0,1,0,4988541311571.02
Federal Republic of Germany,solar pv,2017,0.009,DEU,1.46798919402306,43520.1864212996,3.781,82657002.0,1,0,0,5124031316749.49
Federal Republic of Germany,solar pv,2010,0.046,DEU,0.682498555076293,38517.4397860109,7.043,81776930.0,1,0,0,4486726471781.79
Federal Republic of Germany,solar pv,2012,0.037,DEU,1.43207641485445,40829.034893805,5.372,80425823.0,1,0,0,4677416110806.87
Federal Republic of Germany,solar pv,2013,0.042,DEU,1.99503161955657,40875.0262803178,5.316,80645605.0,1,0,0,4695481441353.73
Federal Republic of Germany,solar pv,2016,0.029,DEU,1.25625862371237,42528.0637107828,4.104,82348669.0,1,0,0,4988541311571.02
Federal Republic of Germany,solar pv,2019,0.021,DEU,2.01597612377067,44207.6320519514,3.163,83092962.0,1,0,0,5232423318995.76
Federal Republic of Germany,solar pv,2020,0.01831,DEU,1.75504597095741,42362.6472136853,3.881,83160871.0,1,0,0,5018148389990.22
Federal Republic of Germany,wind offshore,2020,0.03175,DEU,1.75504597095741,42362.6472136853,3.881,83160871.0,0,0,1,5018148389990.22
Federal Republic of Germany,wind onshore,2020,0.0243571428571428,DEU,1.75504597095741,42362.6472136853,3.881,83160871.0,0,1,0,5018148389990.22
Federal Republic of Germany,wind offshore,2014,0.05,DEU,1.90082487333854,41588.0763875592,4.979,80982500.0,0,0,1,4797349860925.47
Federal Republic of Germany,solar pv,2018,0.0155,DEU,1.86533423127291,43874.0130936092,3.384,82905782.0,1,0,0,5181238211301.78
Federal Republic of Germany,wind offshore,2012,0.09,DEU,1.43207641485445,40829.034893805,5.372,80425823.0,0,0,1,4677416110806.87
Federal Republic of Germany,wind onshore,2008,0.062,DEU,0.947839900359398,38996.143407627,7.508,82110097.0,0,1,0,4560995073640.01
Federal Republic of Germany,wind onshore,2009,0.058,DEU,1.9947040666511,36927.1920287013,7.88,81902307.0,0,1,0,4308080392249.5
Federal Republic of Germany,wind onshore,2011,0.047,DEU,1.23193488042945,40712.6577363042,5.967,80274983.0,0,1,0,4655336255687.8
Federal Republic of Germany,wind onshore,2012,0.039,DEU,1.43207641485445,40829.034893805,5.372,80425823.0,0,1,0,4677416110806.87
Federal Republic of Germany,wind offshore,2008,0.077,DEU,0.947839900359398,38996.143407627,7.508,82110097.0,0,0,1,4560995073640.01
Republic of Uganda,solar pv,2023,0.25538,UGA,6.74801516641013,955.745797275462,2.787,48656601.0,1,0,0,135803286914.102
